,complex_name,avg_n_models,max_n_models,num_contacts_with_max_n_models,num_unique_contacts,max_iptm,max_ptm,best_model_num,best_pdockq,best_plddt_avg,best_pae_avg,protID,gene_name,product,locus,vulnerability,membrane,tmr,ipc,dataset
1271,ABK70300.1_and_ABK75239.1,1.0,1,38,38,0.41,0.65,2,0.13,72.2,11.3,ABK75239.1,na,GlcNAc-PI de-N-acetylase family protein,MSMEG_5978,0.41,G,0,5.207,dnaN
1272,ABK70300.1_and_ABK75272.1,1.0,1,3,3,0.19,0.64,4,0.053,64.9,15.0,ABK75272.1,ehuD,"ectoine/hydroxyectoine ABC transporter, permeaseprotein EhuD",MSMEG_5370,0.285,M,5,9.999,dnaN
1273,ABK70300.1_and_ABK74808.1,1.0,1,33,33,0.26,0.78,2,0.137,70.6,7.9,ABK74808.1,na,putative transmembrane protein,MSMEG_0960,0.512,M,2,9.911,dnaN
1274,ABK70300.1_and_ABK73539.1,1.0,1,25,25,0.42,0.51,3,0.127,69.7,11.6,ABK73539.1,na,"transporter, major facilitator family protein",MSMEG_5693,0.449,M,12,9.297,dnaN
1275,ABK70300.1_and_ABK74128.1,1.0,1,2,2,0.2,0.58,5,0.05,76.5,14.9,ABK74128.1,na,sugar transport system,MSMEG_0516,0.318,M,6,8.697,dnaN
1276,ABK70300.1_and_ABK73768.1,1.0,1,4,4,0.33,0.61,5,0.163,75.8,14.6,ABK73768.1,na,tetratricopeptide repeat family protein,MSMEG_4339,0.489,G,0,5.728,dnaN
1277,ABK70300.1_and_ABK72267.1,1.0,1,15,15,0.34,0.81,3,0.147,68.4,9.7,ABK72267.1,na,conserved hypothetical protein,MSMEG_2258,0.44,G,0,10.306,dnaN
1278,ABK70300.1_and_ABK72791.1,1.0,1,111,111,0.45,0.66,1,0.118,80.4,11.2,ABK72791.1,na,"phosphotransferase enzyme family protein, putative",MSMEG_4981,0.493,G,0,4.991,dnaN
1279,ABK70300.1_and_ABK72434.1,1.0,1,28,28,0.29,0.66,3,0.244,69.7,13.6,ABK72434.1,na,putative HTH-type transcriptional regulator,MSMEG_6908,0.951,G,0,6.81,dnaN
1280,ABK70300.1_and_ABK72499.1,1.0,1,52,52,0.45,0.77,3,0.227,71.3,9.1,ABK72499.1,na,hypothetical protein,MSMEG_4993,-0.072,G,0,4.724,dnaN
1281,ABK70300.1_and_ABK72073.1,1.0,1,41,41,0.45,0.52,2,0.222,72.5,8.5,ABK72073.1,na,4-hydroxybenzoate transporter,MSMEG_6711,0.606,M,12,10.277,dnaN
1282,ABK70300.1_and_ABK76079.1,1.0,1,30,30,0.39,0.85,2,0.1,68.0,6.6,ABK76079.1,na,conserved hypothetical protein,MSMEG_5497,-2.674,G,0,4.482,dnaN
1283,ABK70300.1_and_ABK74243.1,1.0,1,4,4,0.23,0.61,5,0.107,59.7,14.8,ABK74243.1,na,ABC transporter permease protein,MSMEG_4763,0.57,M,6,9.004,dnaN
1284,ABK70300.1_and_ABK69933.1,1.0,2,3,63,0.31,0.81,1,0.105,66.9,13.8,ABK69933.1,na,conserved hypothetical protein,MSMEG_3764,-6.362,G,0,4.482,dnaN
1285,ABK70300.1_and_ABK70096.1,1.0,1,158,158,0.5,0.74,1,0.095,77.2,9.5,ABK70096.1,resD,DNA-binding response regulator ResD,MSMEG_0994,0.409,G,0,5.982,dnaN
1286,ABK70300.1_and_ABK72346.1,1.0,1,138,138,0.5,0.65,3,0.127,78.3,10.8,ABK72346.1,na,crotonobetaine/carnitine-CoA ligase,MSMEG_4036,0.023,G,0,5.664,dnaN
1287,ABK70300.1_and_ABK71269.1,1.0,1,65,65,0.3,0.73,1,0.135,66.7,12.4,ABK71269.1,na,"6,7-dimethyl-8-ribityllumazine synthase",MSMEG_6598,0.217,G,0,5.664,dnaN
1288,ABK70300.1_and_ABK72932.1,1.0,1,137,137,0.59,0.85,5,0.14,77.3,4.3,ABK72932.1,na,hypothetical protein,MSMEG_2334,,G,0,11.945,dnaN
1289,ABK70300.1_and_ABK71243.1,1.0,1,67,67,0.33,0.48,2,0.08,72.6,13.8,ABK71243.1,na,ABC transporter,MSMEG_4470,0.072,M,6,6.186,dnaN
1290,ABK70300.1_and_ABK71441.1,1.0,1,6,6,0.23,0.69,1,0.199,75.9,14.8,ABK71441.1,na,oxidoreductase,MSMEG_0686,0.316,G,0,4.889,dnaN
1291,ABK70300.1_and_ABK71693.1,1.0,1,37,37,0.47,0.5,3,0.16,72.3,10.1,ABK71693.1,groL,chaperonin GroL,MSMEG_0880,-5.426,G,0,4.736,dnaN
1292,ABK70300.1_and_ABK75926.1,1.0,1,14,14,0.31,0.63,3,0.206,78.6,14.6,ABK75926.1,na,"extradiol ring-cleavage dioxygenase, class III enzyme, subunit B",MSMEG_0043,0.207,G,0,4.736,dnaN
1293,ABK70300.1_and_ABK75993.1,1.0,1,5,5,0.3,0.67,2,0.258,78.8,14.6,ABK75993.1,dehII,"haloacid dehalogenase, type II",MSMEG_3450,-0.08,G,0,4.914,dnaN
1294,ABK70300.1_and_ABK73000.1,1.0,1,25,25,0.24,0.81,1,0.099,68.1,5.5,ABK73000.1,na,hypothetical protein,MSMEG_5480,-6.336,G,0,4.253,dnaN
1295,ABK70300.1_and_ABK76058.1,1.0,1,16,16,0.24,0.62,3,0.058,70.5,14.3,ABK76058.1,na,transposase subunit,MSMEG_6888,0.077,G,0,9.911,dnaN
1296,ABK70300.1_and_ABK69588.1,1.0,1,15,15,0.34,0.64,2,0.229,73.7,13.9,ABK69588.1,xerD,tyrosine recombinase XerD,MSMEG_3744,-0.003,G,0,9.472,dnaN
1297,ABK70300.1_and_ABK73064.1,1.0,1,1,1,0.29,0.63,1,0.187,84.1,13.8,ABK73064.1,na,amidohydrolase 3,MSMEG_3861,0.29,G,0,5.55,dnaN
1298,ABK70300.1_and_ABK70811.1,1.0,1,90,90,0.49,0.71,2,0.183,73.2,7.4,ABK70811.1,na,hypothetical protein,MSMEG_4390,-0.009,G,0,9.151,dnaN
1299,ABK70300.1_and_ABK70605.1,1.0,1,109,109,0.72,0.84,1,0.051,88.1,5.0,ABK70605.1,na,peptidyl-prolyl cis-trans isomerase B,MSMEG_0024,0.863,G,0,5.219,dnaN
1300,ABK70300.1_and_ABK70111.1,1.0,1,1,1,0.29,0.71,3,0.241,68.7,14.5,ABK70111.1,na,conserved hypothetical protein,MSMEG_2288,,G,0,6.737,dnaN
1301,ABK70300.1_and_ABK70242.1,1.0,1,29,29,0.25,0.74,2,0.21,69.6,14.3,ABK70242.1,na,conserved hypothetical protein,MSMEG_1792,0.133,M,3,7.483,dnaN
1302,ABK70300.1_and_ABK70505.1,1.0,1,1,1,0.23,0.64,1,0.1,78.2,15.0,ABK70505.1,na,hypothetical protein,MSMEG_1314,0.466,G,0,5.156,dnaN
1303,ABK70300.1_and_ABK75730.1,1.0,1,51,51,0.23,0.64,1,0.228,69.2,13.8,ABK75730.1,na,"IS1096, tnpR protein",MSMEG_6156,,G,0,4.444,dnaN
1304,ABK70300.1_and_ABK71713.1,1.0,1,3,3,0.25,0.82,3,0.089,70.5,14.9,ABK71713.1,na,conserved hypothetical protein,MSMEG_6192,0.129,G,0,5.792,dnaN
1305,ABK70300.1_and_ABK70312.1,1.0,1,11,11,0.26,0.72,4,0.108,64.9,14.2,ABK70312.1,rpoB,"DNA-directed RNA polymerase, beta subunit",MSMEG_1367,-5.271,G,0,4.787,dnaN
1306,ABK70300.1_and_ABK72381.1,1.0,1,33,33,0.4,0.76,4,0.258,77.2,6.6,ABK72381.1,na,hypothetical protein,MSMEG_3916,0.197,G,0,11.14,dnaN
1307,ABK70300.1_and_ABK72414.1,1.0,1,5,5,0.26,0.77,3,0.129,58.6,14.5,ABK72414.1,gvpK,gas vesicle protein K,MSMEG_5744,0.344,G,0,4.546,dnaN
1308,ABK70300.1_and_ABK75795.1,1.0,1,174,174,0.41,0.45,1,0.219,75.2,13.7,ABK75795.1,na,two-component system sensor kinase,MSMEG_2248,0.03,M,4,5.169,dnaN
1309,ABK70300.1_and_ABK73322.1,1.0,1,203,203,0.8,0.83,2,0.321,90.0,2.9,ABK73322.1,otsB,trehalose-phosphatase,MSMEG_6043,-0.052,G,0,4.762,dnaN
1310,ABK70300.1_and_ABK73258.1,1.0,1,7,7,0.26,0.66,4,0.104,65.7,14.3,ABK73258.1,na,hypothetical protein,MSMEG_4050,0.231,G,0,5.13,dnaN
1311,ABK70300.1_and_ABK71292.1,1.0,1,27,27,0.27,0.61,1,0.22,73.7,14.4,ABK71292.1,na,nucleoside-diphosphate-sugar epimerase,MSMEG_6474,0.308,G,0,7.629,dnaN
1312,ABK70300.1_and_ABK71424.1,1.0,1,89,89,0.43,0.61,1,0.317,69.4,9.1,ABK71424.1,na,conserved hypothetical protein,MSMEG_4720,-0.993,M,1,4.457,dnaN
1313,ABK70300.1_and_ABK71588.1,1.0,1,3,3,0.17,0.73,1,0.032,69.5,14.7,ABK71588.1,na,conserved hypothetical protein,MSMEG_3098,0.663,G,0,4.902,dnaN
1314,ABK70300.1_and_ABK71684.1,1.0,1,49,49,0.55,0.48,1,0.715,69.7,8.2,ABK71684.1,na,serine/threonine-protein kinase PknD,MSMEG_4366,-0.066,M,1,5.512,dnaN
1315,ABK70300.1_and_ABK74398.1,1.0,1,20,20,0.24,0.67,4,0.143,65.9,14.6,ABK74398.1,na,conserved hypothetical protein,MSMEG_5924,-1.15,G,0,4.685,dnaN
1316,ABK70300.1_and_ABK71911.1,1.0,1,8,8,0.23,0.78,3,0.105,69.7,14.7,ABK71911.1,na,conserved domain protein,MSMEG_0016,0.59,G,0,4.774,dnaN
1317,ABK70300.1_and_ABK74626.1,1.0,1,23,23,0.25,0.76,2,0.104,67.6,10.2,ABK74626.1,na,hypothetical protein,MSMEG_2662,0.623,G,0,5.359,dnaN
1318,ABK70300.1_and_ABK74658.1,1.0,2,7,302,0.46,0.74,2,0.269,72.9,6.7,ABK74658.1,na,conserved hypothetical protein,MSMEG_4428,-0.07,G,0,3.846,dnaN
1319,ABK70300.1_and_ABK73518.1,1.0,1,25,25,0.36,0.61,2,0.159,70.0,8.8,ABK73518.1,na,polyphosphate glucokinase,MSMEG_2760,-0.502,G,0,5.347,dnaN
1320,ABK70300.1_and_ABK73125.1,1.0,1,167,167,0.81,0.86,4,0.119,89.3,4.1,ABK73125.1,na,hypothetical protein,MSMEG_1868,-3.137,G,0,4.609,dnaN
1321,ABK70300.1_and_ABK74340.1,1.0,1,40,40,0.31,0.48,1,0.191,73.0,14.6,ABK74340.1,na,LytR/CpsA/Psr family protein,MSMEG_5775,0.016,M,1,4.304,dnaN
1322,ABK70300.1_and_ABK74778.1,1.0,1,22,22,0.22,0.69,1,0.118,72.1,14.4,ABK74778.1,na,probable conserved transmembrane protein,MSMEG_1110,-0.603,M,2,10.921,dnaN
1323,ABK70300.1_and_ABK74289.1,1.0,1,31,31,0.25,0.63,1,0.207,70.2,13.9,ABK74289.1,na,binding-protein-dependent transport systems inner membrane component,MSMEG_4523,0.27,M,6,11.33,dnaN
1324,ABK70300.1_and_ABK74977.1,1.0,1,2,2,0.26,0.68,3,0.216,66.7,14.6,ABK74977.1,na,conserved hypothetical protein,MSMEG_0101,0.349,G,0,5.804,dnaN
1325,ABK70300.1_and_ABK72985.1,1.0,1,150,150,0.67,0.76,1,0.129,86.2,7.2,ABK72985.1,na,phosphoglycerate mutase family protein,MSMEG_0970,-1.516,G,0,8.463,dnaN
1326,ABK70300.1_and_ABK69732.1,1.0,1,1,1,0.23,0.63,1,0.277,81.4,14.6,ABK69732.1,na,glutamine amidotransferase class-I,MSMEG_6690,0.175,G,0,4.762,dnaN
1327,ABK70300.1_and_ABK76170.1,1.0,1,107,107,0.34,0.75,2,0.087,74.8,13.1,ABK76170.1,rpsM,ribosomal protein S13p/S18e,MSMEG_1521,-8.007,G,0,10.745,dnaN
1328,ABK70300.1_and_ABK70163.1,1.0,1,104,104,0.23,0.72,2,0.093,69.3,13.4,ABK70163.1,na,hypothetical protein,MSMEG_6652,-0.237,G,0,9.999,dnaN
1329,ABK70300.1_and_ABK75390.1,1.0,1,98,98,0.3,0.65,2,0.176,73.5,12.7,ABK75390.1,na,DNA-binding protein,MSMEG_2428,0.142,G,0,5.766,dnaN
1330,ABK70300.1_and_ABK70396.1,1.0,1,82,82,0.55,0.57,3,0.165,73.8,7.7,ABK70396.1,na,"oxidoreductase, molybdopterin binding",MSMEG_0998,0.643,M,5,10.613,dnaN
1331,ABK70300.1_and_ABK75685.1,1.0,1,292,292,0.75,0.83,1,0.308,86.2,3.3,ABK75685.1,na,antigen 85-C,MSMEG_6396,0.146,G,0,6.389,dnaN
1332,ABK70300.1_and_ABK70736.1,1.0,1,38,38,0.41,0.8,3,0.12,70.9,8.3,ABK70736.1,na,hypothetical protein,MSMEG_4749,0.879,G,0,7.717,dnaN
1333,ABK70300.1_and_ABK70832.1,1.0,1,1,1,0.18,0.7,4,0.116,79.0,14.8,ABK70832.1,na,tuberculin related peptide,MSMEG_0834,-3.106,M,1,4.139,dnaN
1334,ABK70300.1_and_ABK75287.1,1.0,1,1,1,0.22,0.63,2,0.182,77.2,15.0,ABK75287.1,na,"bacterial regulatory protein, GntR family protein",MSMEG_0895,0.323,G,0,5.067,dnaN
1335,ABK70300.1_and_ABK73342.1,1.0,1,10,10,0.21,0.62,1,0.13,75.6,14.5,ABK73342.1,na,hypothetical protein,MSMEG_1861,0.699,G,0,5.156,dnaN
1336,ABK70300.1_and_ABK75436.1,1.0,1,44,44,0.3,0.7,3,0.167,70.5,14.1,ABK75436.1,ssuD,nitrilotriacetate monooxygenase component A,MSMEG_4086,-0.162,G,0,5.436,dnaN
1337,ABK70300.1_and_ABK73960.1,1.0,2,1,136,0.32,0.76,5,0.071,68.1,12.3,ABK73960.1,na,two-component system response regulator,MSMEG_2806,0.381,G,0,10.277,dnaN
1338,ABK70300.1_and_ABK72562.1,1.0,1,89,89,0.53,0.66,1,0.121,77.3,6.4,ABK72562.1,na,membrane protein,MSMEG_1793,0.626,M,4,10.35,dnaN
1339,ABK70300.1_and_ABK74190.1,1.0,1,167,167,0.35,0.72,3,0.141,70.1,11.9,ABK74190.1,na,pyridoxamine 5'-phosphate oxidase family protein,MSMEG_1668,0.587,G,0,9.721,dnaN
1340,ABK70300.1_and_ABK72821.1,1.0,1,1,1,0.21,0.65,1,0.236,67.3,14.6,ABK72821.1,na,secreted protein,MSMEG_6482,0.178,G,0,5.067,dnaN
1341,ABK70300.1_and_ABK75599.1,1.0,1,9,9,0.31,0.6,5,0.138,67.8,14.4,ABK75599.1,na,conserved hypothetical protein,MSMEG_5308,-0.421,G,0,4.507,dnaN
1342,ABK70300.1_and_ABK75697.1,1.0,1,51,51,0.39,0.77,4,0.124,71.8,9.2,ABK75697.1,na,hypothetical protein,MSMEG_4961,0.943,G,0,9.589,dnaN
1343,ABK70300.1_and_ABK73943.1,1.0,1,226,226,0.66,0.62,2,0.359,74.5,7.1,ABK73943.1,na,putative membrane protein,MSMEG_6737,0.019,M,1,5.779,dnaN
1344,ABK70300.1_and_ABK71023.1,1.0,1,57,57,0.67,0.81,4,0.033,65.9,5.6,ABK71023.1,na,aldehyde dehydrogenase family protein,MSMEG_0309,0.24,G,0,4.546,dnaN
1345,ABK70300.1_and_ABK70668.1,1.0,1,167,167,0.39,0.64,1,0.167,72.9,12.9,ABK70668.1,argJ,arginine biosynthesis bifunctional protein ArgJ,MSMEG_3775,-0.184,G,0,4.38,dnaN
1346,ABK70300.1_and_ABK76025.1,1.0,1,116,116,0.31,0.79,1,0.105,67.8,14.0,ABK76025.1,na,conserved hypothetical protein,MSMEG_3733,0.526,G,0,4.774,dnaN
1347,ABK70300.1_and_ABK74975.1,1.0,2,3,75,0.29,0.61,2,0.094,74.6,13.7,ABK74975.1,na,P450 heme-thiolate protein,MSMEG_5918,0.2,G,0,4.647,dnaN
1348,ABK70300.1_and_ABK72675.1,1.0,1,29,29,0.29,0.51,1,0.157,73.4,14.6,ABK72675.1,na,two-component sensor kinase,MSMEG_5304,0.098,M,2,4.736,dnaN
1349,ABK70300.1_and_ABK73032.1,1.0,2,2,55,0.25,0.62,1,0.127,66.9,14.9,ABK73032.1,na,conserved hypothetical protein,MSMEG_6699,0.176,G,0,5.715,dnaN
1350,ABK70300.1_and_ABK74660.1,1.0,1,1,1,0.26,0.76,4,0.07,59.1,14.1,ABK74660.1,na,oxidoreductase,MSMEG_3911,-0.138,G,0,10.599,dnaN
1351,ABK70300.1_and_ABK74727.1,1.0,1,41,41,0.38,0.67,1,0.214,80.2,13.9,ABK74727.1,na,oxidoreductase,MSMEG_6763,0.211,G,0,5.639,dnaN
1352,ABK70300.1_and_ABK72837.1,1.0,1,17,17,0.28,0.52,1,0.083,73.1,14.5,ABK72837.1,na,virulence factor mce family protein,MSMEG_5897,0.031,M,1,4.635,dnaN
1353,ABK70300.1_and_ABK72233.1,1.0,1,2,2,0.28,0.55,1,0.171,74.5,14.4,ABK72233.1,na,hypothetical protein,MSMEG_3343,-0.151,M,1,4.571,dnaN
1354,ABK70300.1_and_ABK70700.1,1.0,1,19,19,0.26,0.79,3,0.126,76.1,14.5,ABK70700.1,na,conserved domain protein,MSMEG_3170,0.343,G,0,5.372,dnaN
1355,ABK70300.1_and_ABK70991.1,1.0,1,24,24,0.26,0.7,4,0.071,65.2,14.2,ABK70991.1,na,conserved hypothetical protein,MSMEG_3645,0.253,G,0,4.266,dnaN
1356,ABK70300.1_and_ABK75731.1,1.0,1,48,48,0.33,0.78,2,0.112,72.4,5.9,ABK75731.1,na,hypothetical protein,MSMEG_5587,0.052,G,0,3.872,dnaN
1357,ABK70300.1_and_ABK74596.1,1.0,1,1,1,0.23,0.76,4,0.059,67.3,14.5,ABK74596.1,na,hypothetical protein,MSMEG_5325,1.167,G,0,3.63,dnaN
1358,ABK70300.1_and_ABK74206.1,1.0,1,18,18,0.23,0.58,4,0.184,72.1,14.5,ABK74206.1,na,oxidoreductase,MSMEG_1214,0.155,G,0,4.787,dnaN
1359,ABK70300.1_and_ABK74792.1,1.0,1,208,208,0.67,0.74,1,0.226,83.1,8.0,ABK74792.1,prfC,peptide chain release factor 3,MSMEG_1316,0.157,G,0,5.334,dnaN
1360,ABK70300.1_and_ABK74434.1,1.0,1,184,184,0.54,0.64,1,0.127,76.2,10.4,ABK74434.1,na,secreted protein,MSMEG_6218,-0.157,M,2,5.614,dnaN
1361,ABK70300.1_and_ABK72966.1,1.0,1,3,3,0.33,0.66,5,0.103,68.7,14.6,ABK72966.1,na,"transcriptional regulator, LysR family protein",MSMEG_3972,-0.005,G,0,8.302,dnaN
1362,ABK70300.1_and_ABK75007.1,1.0,1,12,12,0.27,0.78,4,0.076,63.0,8.9,ABK75007.1,na,conserved hypothetical protein,MSMEG_5888,-0.002,G,0,3.872,dnaN
1363,ABK70300.1_and_ABK73832.1,1.0,1,1,1,0.22,0.69,5,0.168,73.0,14.9,ABK73832.1,na,conserved hypothetical protein,MSMEG_4336,-0.63,G,0,5.08,dnaN
1364,ABK70300.1_and_ABK72888.1,1.0,1,130,130,0.35,0.81,5,0.112,70.3,12.9,ABK72888.1,na,conserved domain protein,MSMEG_5016,-5.007,G,0,3.961,dnaN
1365,ABK70300.1_and_ABK72757.1,1.0,1,299,299,0.42,0.78,4,0.281,75.1,11.5,ABK72757.1,na,hypothetical protein,MSMEG_5803,-0.438,G,0,10.482,dnaN
1366,ABK70300.1_and_ABK70893.1,1.0,1,189,189,0.67,0.87,4,0.355,82.1,3.7,ABK70893.1,na,hypothetical protein,MSMEG_5459,-0.429,G,0,7.512,dnaN
1367,ABK70300.1_and_ABK71024.1,1.0,1,2,2,0.23,0.6,1,0.333,67.9,14.8,ABK71024.1,putP,sodium/proline symporter,MSMEG_5303,0.277,M,13,5.258,dnaN
1368,ABK70300.1_and_ABK71256.1,1.0,1,147,147,0.31,0.7,2,0.23,70.9,11.9,ABK71256.1,rimM,16S rRNA processing protein RimM,MSMEG_2437,-1.83,G,0,4.558,dnaN
1369,ABK70300.1_and_ABK71486.1,1.0,1,68,68,0.25,0.56,1,0.103,74.3,13.5,ABK71486.1,na,two-component system sensor kinase,MSMEG_3239,0.11,M,6,5.804,dnaN
1370,ABK70300.1_and_ABK70011.1,1.0,1,66,66,0.44,0.68,1,0.136,83.3,12.2,ABK70011.1,hydA,dihydropyrimidinase,MSMEG_3553,0.434,G,0,5.372,dnaN
1371,ABK70300.1_and_ABK69757.1,1.0,1,86,86,0.3,0.65,1,0.14,74.3,12.1,ABK69757.1,na,conserved hypothetical protein,MSMEG_3908,0.185,G,0,5.041,dnaN
1372,ABK70300.1_and_ABK70415.1,1.0,1,7,7,0.51,0.62,1,0.167,72.4,14.6,ABK70415.1,na,trypsin domain protein,MSMEG_6359,0.214,G,0,4.164,dnaN
1373,ABK70300.1_and_ABK75242.1,1.0,1,13,13,0.26,0.64,1,0.121,65.5,14.4,ABK75242.1,na,probable antibiotic-transport integral membrane leucine and valine rich protein abc transporter,MSMEG_1503,-0.083,M,6,7.073,dnaN
1374,ABK70300.1_and_ABK75307.1,1.0,2,3,95,0.39,0.66,1,0.17,78.4,13.3,ABK75307.1,na,sugar phosphate isomerase/epimerase,MSMEG_2005,0.439,G,0,4.851,dnaN
1375,ABK70300.1_and_ABK75140.1,1.0,1,52,52,0.4,0.59,1,0.375,71.9,11.5,ABK75140.1,na,probable conserved mce associated membrane protein,MSMEG_0143,-0.18,M,1,4.38,dnaN
1376,ABK70300.1_and_ABK76027.1,1.0,1,165,165,0.65,0.83,1,0.185,79.7,7.2,ABK76027.1,na,conserved hypothetical protein,MSMEG_2642,0.527,G,0,10.613,dnaN
1377,ABK70300.1_and_ABK75582.1,1.0,1,5,5,0.24,0.59,1,0.089,74.5,14.7,ABK75582.1,na,conserved hypothetical protein,MSMEG_1773,0.418,G,0,4.991,dnaN
1378,ABK70300.1_and_ABK70487.1,1.0,1,7,7,0.25,0.76,1,0.07,69.5,14.6,ABK70487.1,rplW,ribosomal protein L23,MSMEG_1438,-10.493,G,0,9.399,dnaN
1379,ABK70300.1_and_ABK71395.1,1.0,1,7,7,0.24,0.72,1,0.154,74.4,14.8,ABK71395.1,na,translation initiation inhibitor,MSMEG_4061,0.024,G,0,5.156,dnaN
1380,ABK70300.1_and_ABK70964.1,1.0,1,5,5,0.26,0.75,3,0.055,66.0,14.6,ABK70964.1,na,conserved hypothetical protein,MSMEG_6411,0.742,G,0,9.809,dnaN
1381,ABK70300.1_and_ABK70998.1,1.0,1,72,72,0.36,0.59,1,0.324,76.7,14.2,ABK70998.1,na,"iron-sulfur cluster-binding protein, Rieske family protein, putative",MSMEG_2718,0.02,G,0,4.927,dnaN
1382,ABK70300.1_and_ABK72658.1,1.0,1,22,22,0.34,0.65,5,0.107,83.2,14.3,ABK72658.1,na,lipid A biosynthesis lauroyl acyltransferase,MSMEG_2934,-1.159,G,0,5.321,dnaN
1383,ABK70300.1_and_ABK71485.1,1.0,1,15,15,0.22,0.65,5,0.153,69.2,14.5,ABK71485.1,na,hypothetical protein,MSMEG_5514,0.51,G,0,4.38,dnaN
1384,ABK70300.1_and_ABK70423.1,1.0,1,35,35,0.25,0.83,4,0.104,72.9,5.3,ABK70423.1,na,hypothetical protein,MSMEG_6270,-4.327,G,0,11.915,dnaN
1385,ABK70300.1_and_ABK69960.1,1.0,1,32,32,0.37,0.59,2,0.197,72.2,13.0,ABK69960.1,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase,MSMEG_4298,0.065,G,0,5.207,dnaN
1386,ABK70300.1_and_ABK70025.1,1.0,1,61,61,0.28,0.68,1,0.077,64.9,11.8,ABK70025.1,na,conserved hypothetical protein,MSMEG_4631,0.37,G,0,3.923,dnaN
1387,ABK70300.1_and_ABK70683.1,1.0,1,52,52,0.38,0.87,4,0.124,74.0,5.0,ABK70683.1,na,hypothetical protein,MSMEG_2527,-3.161,M,1,12.047,dnaN
1388,ABK70300.1_and_ABK73587.1,1.0,1,38,38,0.26,0.79,1,0.081,67.5,13.9,ABK73587.1,na,Transcription factor WhiB,MSMEG_1919,-6.058,G,0,7.073,dnaN
1389,ABK70300.1_and_ABK75763.1,1.0,1,57,57,0.44,0.84,4,0.121,72.4,7.4,ABK75763.1,na,hypothetical protein,MSMEG_4160,1.338,G,0,11.242,dnaN
1390,ABK70300.1_and_ABK69666.1,1.0,1,158,158,0.47,0.7,1,0.134,81.9,12.8,ABK69666.1,na,superfamily protein I DNA or RNA helicase,MSMEG_2174,0.301,G,0,4.622,dnaN
1391,ABK70300.1_and_ABK74916.1,1.0,1,59,59,0.26,0.61,1,0.188,72.9,13.9,ABK74916.1,na,conserved hypothetical protein,MSMEG_3107,0.396,G,0,4.66,dnaN
1392,ABK70300.1_and_ABK74120.1,1.0,1,36,36,0.23,0.66,1,0.161,69.8,14.1,ABK74120.1,na,"IS1096, tnpR protein",MSMEG_1058,,G,0,4.418,dnaN
1393,ABK70300.1_and_ABK74250.1,1.0,1,17,17,0.2,0.79,1,0.064,68.2,11.9,ABK74250.1,na,hypothetical protein,MSMEG_5391,0.473,M,1,11.535,dnaN
1394,ABK70300.1_and_ABK74770.1,1.0,1,261,261,0.59,0.79,1,0.233,78.1,11.3,ABK74770.1,na,glutamine amidotransferase subunit PdxT,MSMEG_2939,0.176,G,0,5.143,dnaN
1395,ABK70300.1_and_ABK72815.1,1.0,1,2,2,0.24,0.71,1,0.087,70.3,14.7,ABK72815.1,na,conserved hypothetical protein,MSMEG_6129,-1.292,G,0,5.029,dnaN
1396,ABK70300.1_and_ABK73075.1,1.0,1,126,126,0.54,0.69,2,0.24,76.3,5.6,ABK73075.1,na,conserved hypothetical protein,MSMEG_4216,0.473,M,2,3.478,dnaN
1397,ABK70300.1_and_ABK73760.1,1.0,1,4,4,0.23,0.65,1,0.148,67.3,14.2,ABK73760.1,na,conserved hypothetical protein,MSMEG_3595,0.379,G,0,5.474,dnaN
1398,ABK70300.1_and_ABK73285.1,1.0,1,23,23,0.25,0.59,1,0.217,73.0,14.3,ABK73285.1,na,Pyridine nucleotide-disulphide oxidoreductase,MSMEG_1460,0.135,G,0,4.66,dnaN
1399,ABK70300.1_and_ABK71502.1,1.0,1,51,51,0.24,0.63,2,0.141,75.1,14.2,ABK71502.1,na,conserved hypothetical protein,MSMEG_6231,0.099,G,0,5.614,dnaN
1400,ABK70300.1_and_ABK69875.1,1.0,1,1,1,0.21,0.57,1,0.115,67.5,14.8,ABK69875.1,na,acyltransferase,MSMEG_0947,0.763,G,0,6.649,dnaN
1401,ABK70300.1_and_ABK75102.1,1.0,1,182,182,0.7,0.8,4,0.171,82.5,5.6,ABK75102.1,na,NTP pyrophosphohydrolase,MSMEG_6185,0.215,G,0,4.902,dnaN
1402,ABK70300.1_and_ABK74285.1,1.0,1,4,4,0.2,0.7,3,0.048,67.8,14.9,ABK74285.1,na,conserved domain protein,MSMEG_2145,0.199,G,0,5.308,dnaN
1403,ABK70300.1_and_ABK74903.1,1.0,1,43,43,0.33,0.76,4,0.112,68.1,8.5,ABK74903.1,na,conserved hypothetical protein,MSMEG_5499,0.125,G,0,5.016,dnaN
1404,ABK70300.1_and_ABK75200.1,1.0,1,34,34,0.35,0.75,5,0.096,74.3,8.4,ABK75200.1,na,conserved hypothetical protein,MSMEG_5689,-0.231,M,2,11.579,dnaN
1405,ABK70300.1_and_ABK74282.1,1.0,1,1,1,0.2,0.66,2,0.137,75.1,14.9,ABK74282.1,na,conserved hypothetical protein,MSMEG_0888,0.252,M,6,10.496,dnaN
1406,ABK70300.1_and_ABK69547.1,1.0,1,40,40,0.47,0.71,2,0.229,71.5,9.3,ABK69547.1,na,conserved hypothetical alanine rich protein,MSMEG_2622,0.448,G,0,4.469,dnaN
